timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-05-11,002915.SZ,23.5875,23.0875,22.7975,22.765625,22.7375,23.600425531914894,0
2020-05-12,002915.SZ,23.485,23.20625,22.905833333333334,22.831249999999997,22.767,23.52382978723404,0
2020-05-13,002915.SZ,23.5375,23.356250000000003,23.013333333333332,22.888125000000002,22.831,23.455531914893616,0
2020-05-14,002915.SZ,23.5825,23.52375,23.114166666666666,22.935624999999998,22.8875,23.38936170212766,0
2020-05-15,002915.SZ,23.634999999999998,23.61125,23.27,23.006875,22.939500000000002,23.31,0
2020-05-18,002915.SZ,23.6175,23.55125,23.343333333333334,23.083750000000002,22.9885,23.237234042553194,0
2020-05-19,002915.SZ,24.15,23.84375,23.620833333333334,23.2975,23.1405,23.264255319148937,0
2020-05-20,002915.SZ,24.8525,24.2175,23.96666666666667,23.548750000000002,23.319,23.282127659574467,2
2020-05-21,002915.SZ,25.155,24.395,24.125833333333333,23.74125,23.436500000000002,23.282978723404256,2
2020-05-22,002915.SZ,25.6275,24.6225,24.243333333333336,23.914375,23.5925,23.24872340425532,4
2020-05-25,002915.SZ,25.635,24.8925,24.440833333333334,24.124375,23.765,23.233191489361705,4
2020-05-26,002915.SZ,25.645000000000003,25.248749999999998,24.69333333333333,24.38625,23.968,23.275744680851066,4
2020-05-27,002915.SZ,25.849999999999998,25.502499999999998,24.88,24.556874999999998,24.163,23.300638297872343,4
2020-05-28,002915.SZ,25.814999999999998,25.721249999999998,25.02,24.63625,24.2945,23.324680851063828,4
2020-05-29,002915.SZ,25.627499999999998,25.631249999999998,25.1375,24.7375,24.425,23.34957446808511,4
2020-06-01,002915.SZ,25.347500000000004,25.49625,25.281666666666666,24.856875,24.5785,23.368510638297877,4
2020-06-02,002915.SZ,25.4475,25.64875,25.484166666666667,25.021875,24.735,23.438510638297874,4
2020-06-03,002915.SZ,25.875,25.845,25.772499999999997,25.23375,24.884,23.52382978723404,4
2020-06-04,002915.SZ,26.25,25.93875,25.837500000000002,25.415625,25.04,23.589148936170215,4
2020-06-05,002915.SZ,26.660000000000004,26.00375,25.88416666666667,25.626250000000002,25.2175,23.674893617021276,4
2020-06-08,002915.SZ,26.6175,26.0325,25.971666666666664,25.7675,25.341,23.748936170212765,4
2020-06-09,002915.SZ,26.384999999999998,26.130000000000003,26.025000000000002,25.925625,25.464000000000002,23.83936170212766,4
2020-06-10,002915.SZ,26.502499999999998,26.376250000000002,26.126666666666665,26.00375,25.633,23.95446808510638,4
2020-06-11,002915.SZ,26.384999999999998,26.5225,26.13083333333333,26.009375,25.778000000000002,24.064255319148934,4
2020-06-12,002915.SZ,26.3975,26.5075,26.15416666666667,26.078125,25.8935,24.151702127659576,4
2020-06-15,002915.SZ,26.1825,26.28375,26.147499999999997,26.064375,25.976999999999997,24.212340425531917,4
2020-06-16,002915.SZ,25.8525,26.177500000000002,26.201666666666668,26.058125,25.9735,24.269574468085107,4
2020-06-17,002915.SZ,25.83,26.1075,26.291666666666668,26.055625,25.9735,24.347446808510643,0
2020-06-18,002915.SZ,23.7425,25.069999999999997,25.58583333333333,25.55125,25.611,24.239787234042552,0
2020-06-19,002915.SZ,22.0675,24.125,24.878333333333334,25.1275,25.265,24.155531914893615,0
2020-06-22,002915.SZ,20.41,23.131249999999998,24.255,24.75375,24.9285,24.080851063829787,0
2020-06-23,002915.SZ,18.4125,22.121250000000003,23.5425,24.321875000000002,24.527,23.988936170212767,0
2020-06-24,002915.SZ,18.52,21.13125,22.886666666666667,23.819374999999997,24.145,23.900212765957445,0
