timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-06-08,002236.SZ,17.0025,16.3925,16.1125,16.196875,16.366,16.565106382978723,0
2020-06-09,002236.SZ,17.224999999999998,16.7525,16.245,16.27875,16.3905,16.59787234042553,0
2020-06-10,002236.SZ,17.435,17.09,16.4275,16.335,16.416,16.627872340425533,0
2020-06-11,002236.SZ,17.5075,17.18625,16.559166666666666,16.37625,16.429499999999997,16.64468085106383,0
2020-06-12,002236.SZ,17.5975,17.3,16.794166666666666,16.48375,16.476999999999997,16.66468085106383,0
2020-06-15,002236.SZ,17.525,17.375,17.01,16.565,16.528,16.679574468085104,0
2020-06-16,002236.SZ,17.705000000000002,17.57,17.294999999999998,16.746875,16.609,16.70553191489362,0
2020-06-17,002236.SZ,18.0225,17.765,17.465,16.925,16.7055,16.73659574468085,0
2020-06-18,002236.SZ,18.285,17.94125,17.628333333333334,17.166875,16.844,16.778936170212766,2
2020-06-19,002236.SZ,18.6575,18.091250000000002,17.8025,17.421875,16.9835,16.830851063829787,2
2020-06-22,002236.SZ,18.907500000000002,18.306250000000002,18.015833333333333,17.698125,17.179,16.89851063829787,2
2020-06-23,002236.SZ,19.060000000000002,18.541249999999998,18.196666666666665,17.86375,17.352,16.949787234042553,2
2020-06-24,002236.SZ,19.0875,18.68625,18.323333333333334,17.993125000000003,17.551,17.003191489361704,2
2020-06-29,002236.SZ,19.115000000000002,18.88625,18.4325,18.130625,17.7605,17.051063829787232,2
2020-06-30,002236.SZ,19.0925,19.0,18.56833333333333,18.285,17.976999999999997,17.101914893617025,4
2020-07-01,002236.SZ,19.3575,19.20875,18.813333333333333,18.486875,18.1625,17.166808510638297,4
2020-07-02,002236.SZ,19.555,19.32125,18.975833333333334,18.63125,18.305500000000002,17.239787234042552,4
2020-07-03,002236.SZ,19.7925,19.45375,19.188333333333333,18.7725,18.463,17.314042553191488,4
2020-07-06,002236.SZ,20.095,19.59375,19.365000000000002,18.95,18.647,17.401063829787233,4
2020-07-07,002236.SZ,20.13,19.743750000000002,19.515833333333337,19.1425,18.8155,17.487446808510636,4
2020-07-08,002236.SZ,20.255000000000003,19.905,19.6325,19.295624999999998,18.956,17.55829787234042,4
2020-07-09,002236.SZ,20.86,20.326249999999998,19.9225,19.60625,19.19,17.686382978723405,4
2020-07-10,002236.SZ,21.130000000000003,20.612499999999997,20.105833333333333,19.80625,19.386000000000003,17.797659574468085,4
2020-07-13,002236.SZ,21.637500000000003,20.88375,20.375,20.04625,19.6415,17.91212765957447,4
2020-07-14,002236.SZ,21.950000000000003,21.1025,20.586666666666666,20.211875,19.826500000000003,18.002553191489362,4
2020-07-15,002236.SZ,21.494999999999997,21.177500000000002,20.715833333333332,20.315625,19.984,18.074893617021278,4
2020-07-16,002236.SZ,21.0625,21.096249999999998,20.7625,20.345,20.0575,18.12617021276596,4
2020-07-17,002236.SZ,20.5075,21.072499999999998,20.758333333333333,20.408125000000002,20.1385,18.183829787234043,4
2020-07-20,002236.SZ,20.115000000000002,21.0325,20.773333333333333,20.46875,20.192500000000003,18.243617021276595,4
2020-07-21,002236.SZ,20.095,20.795,20.816666666666666,20.560625,20.271499999999996,18.317021276595746,0
2020-07-22,002236.SZ,20.3825,20.7225,20.85833333333333,20.6675,20.3525,18.403191489361703,0
2020-07-23,002236.SZ,20.555,20.53125,20.9,20.7075,20.4375,18.48276595744681,0
2020-07-24,002236.SZ,20.4375,20.27625,20.834166666666665,20.689375000000002,20.4625,18.55,0
2020-07-27,002236.SZ,20.4875,20.291249999999998,20.6925,20.734375,20.546,18.63595744680851,0
2020-07-28,002236.SZ,20.4725,20.427500000000002,20.639166666666668,20.761875,20.6285,18.729148936170212,0
2020-07-29,002236.SZ,20.6075,20.58125,20.55666666666667,20.826875,20.6875,18.83659574468085,0
2020-07-30,002236.SZ,21.0,20.71875,20.517500000000002,20.875625000000003,20.7515,18.943191489361702,0
